,area,bbox,centroid,convex_area,convex_image,coords,eccentricity,equivalent_diameter,euler_number,extent,image,label,major_axis_length,max_intensity,mean_intensity,min_intensity,minor_axis_length,orientation,perimeter,solidity,weighted_centroid,slope max_intensity,slope mean_intensity,slope min_intensity,slope weighted_centroid,wslope max_intensity,wslope mean_intensity,wslope min_intensity,wslope weighted_centroid,moments_hu0,weighted_moments_hu0,slope weighted_moments_hu0,wslope weighted_moments_hu0,moments_hu1,weighted_moments_hu1,slope weighted_moments_hu1,wslope weighted_moments_hu1,moments_hu2,weighted_moments_hu2,slope weighted_moments_hu2,wslope weighted_moments_hu2,moments_hu3,weighted_moments_hu3,slope weighted_moments_hu3,wslope weighted_moments_hu3,moments_hu4,weighted_moments_hu4,slope weighted_moments_hu4,wslope weighted_moments_hu4,moments_hu5,weighted_moments_hu5,slope weighted_moments_hu5,wslope weighted_moments_hu5,moments_hu6,weighted_moments_hu6,slope weighted_moments_hu6,wslope weighted_moments_hu6
drift_58,569,"(2359, 177, 2407, 211)","(2386.318101933216, 190.77855887521969)",1030,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2359  204]
 [2359  205]
 [2360  203]
 ..., 
 [2406  190]
 [2406  191]
 [2406  192]]",0.8046249936619128,26.916041702938184,1,0.348651960784,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",59,47.234787273220064,0.812889,0.668656,0.564254,28.047228347762218,0.9480283186233136,165.610173055,0.552427184466,"(2386.4083199444203, 190.65233914704879)",5.33779,3.78305,2.11446,"(2387.0359639556541, 190.37847204618126)",4.77479,3.89856,2.93377,"(2386.6550775825117, 190.54354003819668)",0.331477608385091,0.490145438161836,0.0845231918152394,0.08104864060817388,0.025174301660429343,0.05478422095255212,0.0016252997216295905,0.0014053784759900155,0.014529773389543985,0.04817903113064673,0.0002509861030171558,0.00022900173893078532,0.007571351532922507,0.026377160479430048,0.00015279332417722264,0.00012854192940864285,6.71807710882743e-05,0.0007978610269676215,2.4893465110130346e-08,1.8727369534010262e-08,0.001184418189184651,0.006082814817398654,6.092372002314877e-06,4.731288059862462e-06,4.2345112541236355e-05,0.0004975950517228086,1.6601310161495395e-08,1.1647439511665958e-08
drift_59,396,"(2393, 890, 2419, 917)","(2404.2398989898988, 902.06565656565658)",504,"[[False False False ...,  True False False]
 [False False False ...,  True  True False]
 [False False False ...,  True  True False]
 ..., 
 [False False  True ..., False False False]
 [False False  True ..., False False False]
 [False False False ..., False False False]]","[[2393  897]
 [2393  898]
 [2393  899]
 ..., 
 [2417  895]
 [2418  893]
 [2418  894]]",0.7846415382993487,22.45446191105733,1,0.564102564103,"[[False False False ...,  True False False]
 [False False False ...,  True False False]
 [False False False ...,  True  True False]
 ..., 
 [False False  True ..., False False False]
 [False False  True ..., False False False]
 [False False False ..., False False False]]",60,31.06131465442793,0.901528,0.690797,0.521401,19.25645334907723,0.5455782747707655,98.0832611207,0.785714285714,"(2404.3158566921247, 901.88478943583493)",9.8728,7.0129,4.74258,"(2404.5375205985092, 901.97264491173883)",7.68154,6.92345,5.96446,"(2404.1141222515503, 902.23650343119402)",0.21079802140886472,0.3032708439277617,0.03064219315027515,0.03028522967874156,0.00878889300733324,0.019394390797543314,0.00019948313819957665,0.000179881070348488,0.0012274134979571624,0.0033672054597766055,3.384101019816215e-06,3.5157753616134778e-06,2.0893757536033344e-05,0.00011304053063932976,5.357627294236463e-08,5.3521069998440575e-08,-7.482088132261795e-10,5.996104453627847e-08,1.3750621328661074e-14,-1.9864613505818858e-14,-1.2879460221397283e-06,2.243259698543312e-06,-1.1059808617471715e-10,-6.794711945632088e-10,-3.2612279262461878e-09,-3.5615075701621814e-08,-1.8202983395346058e-14,-1.2016882470159798e-14
drift_60,305,"(2399, 248, 2422, 274)","(2409.6491803278686, 260.65573770491801)",419,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]]","[[2399  253]
 [2399  254]
 [2399  255]
 ..., 
 [2421  271]
 [2421  272]
 [2421  273]]",0.7638955048550111,19.706294962377495,1,0.510033444816,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]]",61,27.415397641355092,0.811293,0.663059,0.519348,17.692251483214665,-0.6006500866423929,100.325901808,0.727923627685,"(2409.6302232918465, 260.60611194455277)",5.29242,2.79647,0.616326,"(2410.3682283486187, 260.19674126159049)",3.33333,2.54406,1.66427,"(2410.0143132120311, 260.38016436216736)",0.21815979311043643,0.32588638932516545,0.07506008902698293,0.08682169494375369,0.008077451728727415,0.017830315316393015,0.0010126787291526676,0.0012554097400093631,0.0013835619813321585,0.0046992571686304135,6.864511042688044e-05,9.786588105605262e-05,0.00023160179476856932,0.00082482573602032,7.740659954699263e-06,1.3876849624763446e-05,8.117953184063422e-08,9.6347890376509e-07,1.7805583046868463e-10,4.87787827502237e-10,1.9575268495602028e-05,0.00010274132713518455,2.1571755189823184e-07,4.83978102803238e-07,-1.0294583755993022e-07,-1.3071889560552572e-06,1.1574100335631435e-11,-1.535658253531048e-10
drift_61,519,"(2413, 185, 2458, 209)","(2432.023121387283, 194.88053949903662)",689,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ...,  True  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2413  196]
 [2413  197]
 [2413  198]
 ..., 
 [2456  192]
 [2456  193]
 [2457  189]]",0.9212994346750888,25.70625067405882,1,0.480555555556,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",62,46.82738413986309,0.790412,0.675609,0.496353,18.2090107160907,1.2894131296650737,131.290367902,0.753265602322,"(2432.045247653969, 194.85065183272232)",5.92683,4.25617,2.22607,"(2432.2686731138933, 194.78196826377683)",5.07165,4.41843,3.74277,"(2432.2084523929871, 194.86984453097531)",0.30399469853576677,0.445069624861291,0.0719707954136238,0.07006575897200887,0.05023751278236032,0.10778740048202692,0.00285199226449318,0.0027189869615776756,0.006375894612206334,0.01952375213516469,8.593964043129508e-05,7.219351993356909e-05,0.001888501555329692,0.005756252721706413,2.6682653456628576e-05,2.03554099437098e-05,5.7921194200217515e-06,5.376702228055744e-05,1.1434590473429397e-09,6.799864660699101e-10,0.000261757830076089,0.001154084481751322,9.341882472999627e-07,6.447845111322156e-07,3.0650335540738433e-06,2.885961321098716e-05,5.701792416260201e-10,3.827622148333339e-10
drift_62,480,"(2422, 293, 2457, 336)","(2443.3375000000001, 315.83749999999998)",940,"[[False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2422  294]
 [2422  295]
 [2422  296]
 ..., 
 [2456  329]
 [2456  330]
 [2456  331]]",0.8992430825753123,24.721548929484133,1,0.318936877076,"[[False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [False  True  True ..., False False False]
 ..., 
 [False False False ...,  True False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",63,55.934341447477365,0.968502,0.698749,0.53136,24.468437768623936,-0.4897073254767346,164.710678119,0.510638297872,"(2443.2004832478838, 315.48618877328698)",9.21878,3.13845,0.833145,"(2442.9124417039839, 313.94028520126932)",3.37516,2.16883,0.861173,"(2442.9503868557213, 316.62399735191775)",0.4853326822916676,0.7112673518664047,0.1634537063528095,0.22081863544012312,0.10851757983591542,0.2432022944908691,0.013947207363614177,0.023377829255440307,0.031902464731391855,0.08998941717887446,0.0006153437489598941,0.0025761050370684273,0.026396513844201455,0.06837339955903413,0.00025067351871082004,0.0026778464002902335,0.0007620167838586703,0.005346212103977564,9.743723925010909e-08,6.836863436653808e-06,0.0077809720387252024,0.02949489319093388,2.007696976314567e-05,0.0003898878438187892,7.80710863764974e-05,0.000426919072229449,-1.4094274086610927e-08,1.650716743302331e-06
drift_63,268,"(2430, 937, 2453, 955)","(2441.0708955223881, 946.11940298507466)",304,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ...,  True False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2430  943]
 [2430  944]
 [2430  945]
 ..., 
 [2452  945]
 [2452  946]
 [2452  947]]",0.7877280853669604,18.47236308621676,1,0.647342995169,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ...,  True False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",64,24.404634897861428,0.790971,0.664168,0.538927,15.033818919231672,1.2433314292614974,68.5269119346,0.881578947368,"(2441.1009309184315, 946.10649734785534)",7.48361,5.9662,4.57588,"(2441.1703439572057, 945.99142015961718)",6.7404,5.93011,5.31152,"(2440.9492024511142, 946.18250019716072)",0.1916049243922957,0.28807207570103455,0.03243275783156743,0.0322121288866696,0.007428224583994156,0.01687988941377047,0.00021552921416600012,0.00021086747708512536,6.389693436712466e-05,0.0002387370823764837,4.494125835262945e-07,2.7938674722026893e-07,2.2227690629973463e-05,0.0001022761641962541,1.3825729325119717e-07,9.049335537644535e-08,-1.7048110383067293e-10,3.4820690171231195e-09,-1.8567520210785445e-15,-6.417194250095758e-15,-4.426544787130002e-07,5.195449924347536e-07,-2.5088465693418435e-10,-4.5073948211441225e-10,8.201554106188591e-10,1.5597701773539143e-08,3.441307373667949e-14,1.2878679626060095e-14
drift_64,2249,"(2435, 1147, 2563, 1202)","(2496.5602489995554, 1177.1707425522454)",3164,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2435 1191]
 [2435 1192]
 [2436 1189]
 ..., 
 [2562 1155]
 [2562 1156]
 [2562 1157]]",0.9837626279348946,53.5118280019416,1,0.319460227273,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",65,142.2597828195166,0.963201,0.717569,0.543796,25.532001698699673,1.2377060335808583,322.936074863,0.710809102402,"(2496.4826826891481, 1177.3248863846952)",8.13305,4.95555,2.29973,"(2495.7457943797481, 1177.2625110894223)",5.88645,4.75043,3.30376,"(2494.442060843538, 1177.7919902275764)",0.5805282602989782,0.7849586962597055,0.10974069318347138,0.11508490643360234,0.29625860250046665,0.5413752159449501,0.010440544304013949,0.011518282542861302,0.01698283454292003,0.04813538824218639,0.0001727060958223092,0.0002372546624109118,0.012883217196354081,0.037045674511271234,0.00013820899262704587,0.00020065437042014018,0.0001903356399656177,0.001562696425283166,2.1343591827237223e-08,4.3771786637445055e-08,0.006622809208198573,0.025848392733899946,1.3562359824519191e-05,2.0874931182078003e-05,-9.332897496830774e-06,-7.226576872088709e-05,-6.327769907833148e-10,-8.713827328172141e-10
drift_65,2838,"(2436, 1038, 2527, 1111)","(2480.9545454545455, 1071.1705426356589)",3606,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2436 1100]
 [2436 1101]
 [2436 1102]
 ..., 
 [2525 1053]
 [2526 1051]
 [2526 1052]]",0.9229322854191405,60.11201067971684,1,0.427216618997,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",66,102.9854172301274,1.05795,0.747477,0.48953,39.64550630829392,0.9388850392356003,314.977705423,0.787021630616,"(2481.032025428723, 1070.8745419730469)",9.10393,5.69426,2.62699,"(2481.4077956952483, 1070.6644016601522)",6.51149,5.47336,4.31858,"(2480.8442393412265, 1071.0280795830586)",0.2681853931576902,0.3489904851433437,0.046636490132262634,0.046671928939895385,0.039583804911932606,0.06823320264426012,0.0011642543982503914,0.0011431478365852698,0.0013246493267418812,0.003390681193242432,7.6875229955341e-06,7.560728735180668e-06,9.279496476300605e-05,0.00034579790723863807,6.887567051570726e-07,5.018498429477804e-07,-1.800284804040948e-08,3.860464741591349e-08,6.724122053164942e-14,-7.496688362079928e-13,-1.5796758757019755e-05,-4.407212660778858e-05,-1.2479625474182017e-08,-1.610402898733118e-08,-2.7099017447691276e-08,-3.7244009774989833e-07,-1.5834368334031155e-12,-6.273884001358154e-13
drift_66,271,"(2486, 289, 2520, 308)","(2502.3468634686346, 299.36900369003689)",351,"[[False False False ...,  True  True False]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2486  305]
 [2486  306]
 [2487  305]
 ..., 
 [2518  301]
 [2519  300]
 [2519  301]]",0.8694298127449527,18.575465448360347,1,0.419504643963,"[[False False False ...,  True  True False]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",67,29.930212790889954,0.890994,0.723085,0.491876,14.787215434156641,1.2905377831193434,86.1482322781,0.77207977208,"(2502.3851470423515, 299.35637824943132)",8.49826,3.65175,0.954599,"(2503.4491525180179, 298.8115070533749)",3.40961,2.80773,2.31936,"(2502.1966979140188, 299.32351911254369)",0.25702937684596705,0.34276546738689845,0.0676667089457546,0.09071769002247461,0.0243892689688603,0.042072893485951786,0.0014167414370233858,0.003023847215179948,0.007055902182034018,0.01671765827736309,0.00015175766220630455,0.0003026294911252031,0.00047357523764999143,0.0011284889027384215,2.7833840626483475e-05,2.053347355460538e-05,-2.475975493645493e-07,-6.296831903094388e-07,1.5600620215329447e-09,-4.658181352383502e-10,-2.336990188482617e-05,-4.449621737129412e-05,6.670101519065842e-07,-3.055532260607405e-07,-8.295212455689746e-07,-4.86093779353029e-06,-9.157696266156499e-10,-1.5501602270095747e-09
drift_67,11552,"(2500, 428, 2782, 493)","(2650.646814404432, 458.69710872576178)",14929,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2500  453]
 [2500  454]
 [2500  455]
 ..., 
 [2781  467]
 [2781  468]
 [2781  469]]",0.9830514628133279,121.27845324203554,0,0.630223677032,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",68,306.7599854374568,1.19207,0.759384,0.370791,56.238251708149335,-1.5412622564585752,814.908729653,0.77379596758,"(2652.1939170907649, 458.7777080511824)",10.6766,3.88031,0.429367,"(2647.1506078650509, 456.63708103924915)",7.10217,3.73447,1.34176,"(2646.7009042498903, 458.00826809939753)",0.5262315487619993,0.667496319563139,0.11292126359689061,0.11578512492161065,0.24207253783407554,0.389406459957486,0.010893106467582053,0.01140657798949851,0.0063456936455381285,0.020163133882693755,1.8817522352880683e-05,2.234453422399397e-05,0.004550953166079127,0.015858542456187414,8.472426495974438e-06,8.865380138045354e-06,2.4443890090688312e-05,0.0002835343339202036,1.061406960260949e-10,1.2118013871782775e-10,0.002186027361339039,0.009733227672303777,8.086058067882388e-07,8.047258012824329e-07,7.83142014506604e-07,5.02759137687117e-06,1.3355298548125132e-11,2.974003812964811e-11
drift_68,3020,"(2511, 213, 2625, 286)","(2561.7983443708608, 242.5360927152318)",3912,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2511  250]
 [2511  251]
 [2512  250]
 ..., 
 [2624  217]
 [2624  218]
 [2624  219]]",0.9428966166271033,62.009543016379276,1,0.362893535208,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",69,115.44268032918147,1.04113,0.726589,0.492968,38.4522863720789,1.0168761392322179,350.776695297,0.771983640082,"(2562.5772995128464, 242.5778928854574)",7.66687,4.50013,1.0735,"(2563.1864554123345, 242.05895560719259)",5.6526,4.28602,2.77969,"(2563.3061686325632, 241.51609350719306)",0.3064070937257026,0.42044084345920596,0.06690984645389561,0.07135805943944085,0.060126796351610966,0.11472039934796323,0.002848261634671039,0.0032931163288580467,0.00246534444825304,0.00532192785413611,2.349830060846558e-05,2.6459036773411246e-05,0.0003776061186981076,0.0006134931291590986,3.2403923497653604e-06,2.8801461966893163e-06,1.586648940674122e-07,1.5793075248525365e-07,1.125790262461087e-11,-4.607443272122067e-12,1.106635054989382e-05,-2.308719856668632e-05,1.9293506529197097e-08,-5.501852841554627e-08,3.2796839711948316e-07,1.097226351462754e-06,2.5937992927382364e-11,2.4716751583649934e-11
drift_69,4086,"(2547, 285, 2690, 330)","(2619.8844836025451, 306.57244248653939)",4721,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2547  303]
 [2547  304]
 [2548  301]
 ..., 
 [2688  298]
 [2688  299]
 [2689  297]]",0.954214438008146,72.12805820059123,1,0.634965034965,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",70,135.71042059573284,1.14457,0.760109,0.496363,40.594161940668926,-1.5204005914082683,365.255880016,0.865494598602,"(2620.8326144424391, 307.09218611532896)",7.74055,4.59251,1.03377,"(2622.6858817185966, 306.22584740695231)",5.44451,4.23178,2.48049,"(2621.203217834332, 306.16006144179272)",0.3069200355166416,0.388913628840769,0.06342362439528336,0.06907330513346659,0.06579608150574191,0.10551247090845908,0.0027382138153812835,0.003284462211175136,0.0009178529619221807,0.0026483195373339617,9.532945405406475e-06,8.92600720067686e-06,9.006538507280985e-05,0.0004841469461654974,1.9312616742029755e-06,1.0417858795047084e-06,-2.0352487684499675e-08,2.3094623141435682e-07,5.8366722253995946e-12,-2.624560369542802e-13,-1.9135620090132642e-05,6.801024006613676e-06,3.172869878708814e-08,-2.1544815683172398e-08,1.6010947860263463e-08,4.971957618668904e-07,5.882230571394611e-12,3.1659871265768897e-12
drift_70,358,"(2587, 496, 2638, 515)","(2613.6312849162009, 506.2513966480447)",473,"[[False False False ..., False False False]
 [False False  True ..., False False False]
 [False False  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]]","[[2587  499]
 [2587  500]
 [2588  498]
 ..., 
 [2636  514]
 [2637  512]
 [2637  513]]",0.9850590317034308,21.349935761383176,1,0.369453044376,"[[False False False ..., False False False]
 [False False  True ..., False False False]
 [False False  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]]",71,55.517990638689206,0.976962,0.709198,0.544957,9.561143239743295,-1.2713341181467306,120.083261121,0.756871035941,"(2614.1194203159203, 506.49378652627865)",7.45979,3.8488,1.214,"(2614.6890478697105, 506.57222063734292)",3.77734,2.74147,1.87806,"(2611.862086250278, 505.63666638729933)",0.5540612333464511,0.7588365640555902,0.14401839698480493,0.20512391416768486,0.27263271455670446,0.5114452700230441,0.018262676951493653,0.03747656755995235,0.007857957321882712,0.03260963809669705,0.0003028010664676179,5.843274506182203e-05,0.006222060298325877,0.02859694108624332,0.0002702086426946702,7.077289325762398e-06,4.345794412186394e-05,0.0008729766834461937,7.728547599770646e-08,-1.11239220503088e-10,0.0030686826730301838,0.019732139968886883,3.568565802101557e-05,-1.2341713844207292e-06,2.0591628427909003e-06,2.2926350640259223e-05,9.033997619814323e-10,-9.132091750480506e-11
drift_71,115,"(2669, 498, 2686, 508)","(2676.9217391304346, 503.31304347826085)",125,"[[False False False ..., False False False]
 [False False False ...,  True False False]
 [False False  True ...,  True  True False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 [False False False ...,  True  True False]]","[[2669  502]
 [2669  503]
 [2670  501]
 ..., 
 [2685  504]
 [2685  505]
 [2685  506]]",0.8524755991863268,12.100518486599809,1,0.676470588235,"[[False False False ..., False False False]
 [False False False ...,  True False False]
 [False False  True ...,  True False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 [False False False ...,  True  True False]]",72,17.000558123958985,0.807373,0.68845,0.579684,8.8873310371278,-1.37518951985387,42.3847763109,0.92,"(2676.8894726791323, 503.36384311257814)",5.24126,3.08487,0.812258,"(2677.1665967566969, 502.89312319569132)",2.87466,2.24504,1.47256,"(2676.6552059673072, 503.05283488484724)",0.20000197254869728,0.28054816455405285,0.05895486120370724,0.08783988590794527,0.013030014495039093,0.02551503925949203,0.0009508279563558015,0.0023856019976512713,0.0003359539542314829,0.0009389931130179384,7.066953666901944e-06,4.5535256298971775e-05,4.358767287062269e-05,0.0001290157182390888,1.1363411542422966e-06,8.031721797684222e-06,5.265660877574119e-09,4.313107075198694e-08,-1.88234766116487e-12,1.4103176928705247e-10,4.665818053386804e-06,2.013313558963291e-05,-3.389830820207659e-08,2.6633641114651864e-07,-3.060912389895098e-10,-1.249695330100826e-08,-2.6127155293889667e-12,6.084840825683405e-11
drift_72,154,"(2793, 1274, 2806, 1293)","(2799.2012987012986, 1282.2207792207791)",168,"[[False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]]","[[2793 1275]
 [2793 1276]
 [2793 1277]
 ..., 
 [2805 1290]
 [2805 1291]
 [2805 1292]]",0.8686911606784604,14.002817212590296,1,0.623481781377,"[[False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]]",73,20.33620896474368,0.813949,0.698048,0.599571,10.073624139615921,-0.5232465891070966,52.3847763109,0.916666666667,"(2799.1631457685326, 1282.1684453818891)",4.00258,2.3585,1.04192,"(2798.9051513612094, 1281.9217765401934)",2.79555,2.17924,1.43839,"(2799.2493754566085, 1282.6855133855809)",0.2090256892710933,0.29611429191394045,0.09669304906828295,0.09169787221361902,0.016042061830585926,0.032348327725683496,0.003437652886221429,0.0029959914570818844,0.00048107985750489015,0.0015861606274361725,6.584398688504726e-05,3.313797710520315e-05,0.0001241314435026142,0.00047861856965510964,3.1285848634365826e-05,4.7185846970909035e-06,3.032485374534542e-08,4.16718000593485e-07,1.3978316872417495e-09,5.3325991815127135e-11,1.4378803667217683e-05,7.94416456900307e-05,1.8313120082661023e-06,2.5813459335777405e-07,7.49424105456143e-10,-1.5893448970298005e-08,-2.4977751725499494e-10,-2.5254650712492618e-11
drift_73,129,"(2916, 470, 2930, 485)","(2923.1937984496126, 477.03875968992247)",152,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 [False False False ..., False False False]]","[[2916  478]
 [2916  479]
 [2916  480]
 ..., 
 [2929  479]
 [2929  480]
 [2929  481]]",0.6890343465739405,12.815923738491737,1,0.614285714286,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 [False False False ..., False False False]]",74,15.813101262043977,0.753773,0.653395,0.568167,11.460208109373553,-0.861619997996876,46.627416998,0.848684210526,"(2923.1862215840429, 477.01275461224026)",4.45665,3.00552,1.56957,"(2923.2260346075118, 476.8336490651439)",3.30798,2.99558,2.482,"(2923.2206799238447, 477.1517284775731)",0.18478223906676755,0.28338065783931676,0.0630359272170188,0.060898731629394756,0.00330835652998046,0.008458665157168522,0.00037049027821691556,0.0003568803002848019,0.0002937424834720437,0.0009585042660304631,8.804215021822508e-06,1.0067914776532976e-05,2.544494616508979e-05,0.0001072798528478398,1.2437328866793142e-06,7.551783999268282e-07,-1.7496095961859215e-09,-3.2211713634995225e-08,3.9139564910694346e-13,-1.1847350263909529e-12,-1.3423712257752795e-06,-8.103614940214213e-06,-2.352744967507402e-08,-1.4236888647930813e-08,-1.3334323177457918e-09,-1.2076912205145791e-08,-4.096973791208151e-12,-1.7124229298981706e-12
drift_74,212,"(2935, 600, 2959, 621)","(2947.3632075471696, 610.63207547169816)",322,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ...,  True False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[2935  606]
 [2935  607]
 [2935  608]
 ..., 
 [2958  608]
 [2958  609]
 [2958  610]]",0.840125577424953,16.42944866646031,1,0.420634920635,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",75,29.087205047978244,0.817831,0.670478,0.538369,15.776665510245863,-1.1184856088230373,89.2548339959,0.658385093168,"(2947.203369494679, 610.62163115405144)",4.81336,2.59955,1.14787,"(2946.2674799516008, 610.15400166038864)",2.46919,2.05438,1.53425,"(2947.5359703816034, 610.497066626878)",0.322809160414302,0.4799692463007619,0.12475115237204593,0.16193708941392,0.030993677537304393,0.06844275122593159,0.005201538658764818,0.007719490876087139,0.004697517253201009,0.014043587279579859,0.00013487047980116707,0.0006366980558087911,0.0013760198000761707,0.003690407953720784,1.5737858657574675e-05,0.0002028157328389969,2.5951242542236832e-06,1.6484952397345626e-05,-3.5129880090340003e-10,6.359221782888759e-08,0.00021787760494927443,0.0008124934842134632,2.8216649656402054e-07,1.73403195416321e-05,2.3461098506959776e-06,2.0834540916896382e-05,6.342778061608392e-10,3.5606036935753084e-08
